X_Fe	X_Si	X_Ni	X_V	X_FeO	X_SiO2	X_NiO	X_Mg	X_V2O3	g (m/s)	P (GPa)	T (K)	Planet radius (km)	Impactor size (km)	Magma ocean depth (km)	ln(fO2)_IW
0.7789813919881182	0.07633150208147775	0.14466437509002117	2.2730840382899935e-05	0.06785046213236627	0.4001374540761906	0.002187510258923875	0.5298079196256699	6.661562739713118e-05	0.02392070107641957	0.004808755254049033	1854.2224329748174	124668.44058726466	24933.688117452934	67206.41669959063	-4.881361922378366
0.7783400162929522	0.07693409178678765	0.14470299448327814	2.289743698185736e-05	0.06792654471366892	0.400007598680118	0.0021873067371130355	0.529861920689772	6.651671731238321e-05	0.024018438328567135	0.004842579524349306	1854.2258224852985	125009.82363855623	25001.964727711245	67403.45246719918	-4.877473142255686
0.777705600202749	0.0775308188406188	0.14474051885535494	2.30621012772077e-05	0.06800164998965533	0.39987916545610447	0.0021870886968277385	0.5299154910934819	6.64190557223234e-05	0.0241165844512337	0.004876623161189777	1854.229233923878	125352.09478799757	25070.418957599515	67600.78496531678	-4.8736321544405286
0.777078081964938	0.07812173580252271	0.14477695737868088	2.3224853858483335e-05	0.06807579808666428	0.39975213324641273	0.002186856523533311	0.5299686314869425	6.632262578851344e-05	0.024215141006578084	0.004910887620271529	1854.2326674353703	125695.25645687224	25139.05129137445	67798.4162963002	-4.869838149557723
0.7764574003611691	0.07870689472897853	0.14481231919474977	2.33857151025725e-05	0.0681490087003942	0.3996264812787174	0.002186610587695631	0.530021342580458	6.622741093879362e-05	0.024314109563381526	0.004945374366155984	1854.2361231654622	126039.31106860763	25207.862213721524	67996.34855105609	-4.866090335605731
0.7758434947080702	0.07928634717511461	0.14484661341163835	2.3544705176870687e-05	0.06822130110343251	0.3995021891593685	0.002186351245529509	0.530073625142954	6.613339486173429e-05	0.02441349169706379	0.00498008487234559	1854.2396012607192	126384.26104891914	25276.85220978383	68194.58380911984	-4.862387937573736
0.7752363048520284	0.07986014420326772	0.14487984910066207	2.3701844041692104e-05	0.06829269415542676	0.39937923686440235	0.0021860788402245225	0.530125479999571	6.604056150155586e-05	0.024513288989699563	0.0050150206213357236	1854.243101868592	126730.10882584834	25346.021765169666	68393.12413899315	-4.858730196973324
0.7746357711632733	0.08042833639188657	0.14491203529338811	2.385715145198325e-05	0.06836320631329681	0.3992576047305979	0.002185793703082563	0.5301769080292594	6.594889505352546e-05	0.024613503030034987	0.005050183104686	1854.2466251374221	127076.85682986808	25415.371365973617	68591.97159849442	-4.8551163713746
0.7740418345353348	0.08099097383757399	0.1449431809801303	2.401064696085465e-05	0.06843285563856641	0.39913727344910765	0.0021854961540037883	0.5302279101633325	6.585837995849259e-05	0.024714135413504517	0.00508557382309334	1854.2501712164503	127424.50749399111	25484.901498798223	68791.12823484489	-4.851545734047555
0.7734544363768183	0.08154810616612128	0.1449732951071397	2.416234992075725e-05	0.06850165980818677	0.39901822405607473	0.0021851865026474575	0.5302784873828663	6.576900089875548e-05	0.024815187742247957	0.0051211942864461905	1854.2537402558196	127773.06325380926	25554.612650761854	68990.59608509898	-4.848017573487997
0.7728735186093952	0.08209978253568267	0.1450023865754356	2.4312279486399753e-05	0.06856963612208553	0.39890043792616614	0.0021848650488632904	0.5303286407171868	6.568074279310743e-05	0.02491666162512773	0.005157046013904819	1854.257332406586	128122.52654762231	25624.505309524462	69190.37717627152	-4.8445311930617745
0.7722990236570657	0.08264605165020664	0.14503046423811178	2.4460454615801204e-05	0.06863680151471735	0.3987838967626477	0.002184532083902962	0.5303783712410337	6.559359079293853e-05	0.025018558677746425	0.005193130533959868	1854.2609478207223	128472.89981648777	25694.579963297554	69390.47352586122	-4.841085910515683
0.771730894452352	0.08318696175224669	0.1450575369013272	2.460689407409504e-05	0.06870317255819458	0.3986685825948378	0.0021841878898912776	0.5304276800745071	6.550753027701679e-05	0.02512088052246449	0.005229449384521185	1854.2645866511261	128824.18550437372	25764.83710087474	69590.88714157409	-4.837681057783605
0.771169074422133	0.08372256064026508	0.1450836133211675	2.4751616434272453e-05	0.06876876547510194	0.39855447776709885	0.00218383274129505	0.5304765683797922	6.542254684790805e-05	0.025223628788418336	0.0052660041129473385	1854.268249051625	129176.38605810273	25835.277211620545	69791.6200219953	-4.834315980462996
0.7706135074918666	0.08425289566349702	0.14510870220455618	2.4894640080218384e-05	0.06883359614219357	0.3984415649358307	0.002183466904488762	0.5305250373609051	6.533862632732573e-05	0.02532680511153835	0.005302796276146838	1854.271935176984	129529.50392754306	25905.900785508613	69992.67415638847	-4.830990037609954
0.7700641380683576	0.08477801374254483	0.14513281220589036	2.5035983207174114e-05	0.06889768010427319	0.39832982705758196	0.002183090639399729	0.5305730882600569	6.525575475285056e-05	0.025430411134567368	0.005339827440614302	1854.27564518291	129883.54156557188	25976.708313114377	70194.05152549752	-4.827702601187414
0.7695209110459623	0.08529796136148647	0.14515595192872585	2.5175663825430065e-05	0.06896103257655022	0.39821924738725806	0.0021827041987646993	0.5306207223578338	6.5173918373088e-05	0.025534448507079116	0.005377099182543223	1854.279379226063	130238.50142830012	26047.700285660023	70395.75410123653	-4.824453055914121
0.7689837718007664	0.08581278457462918	0.14517812992484286	2.53136997615658e-05	0.06902366845268476	0.39810980947131813	0.0021823078286210378	0.5306679409714651	6.509310364416956e-05	0.025638918885497228	0.005414613087855036	1854.2831374640582	130594.38597500726	26118.877195001452	70597.78384694869	-4.821240798921363
